,Unnamed: 0.1,Unnamed: 0,epsiode,reward,time,steps_done,cumulated_reward
0,0,0,0.0,-129.0671792407888,0.3868200778961181,71.0,-129.0671792407888
1,1,1,1.0,-335.7516654520093,0.4304749965667724,166.0,-232.40942234639905
2,2,2,2.0,-460.4026513109947,0.6698155403137207,293.0,-308.4071653345976
3,3,3,3.0,-349.2392787539683,0.3364055156707763,365.0,-318.6151936894403
4,4,4,4.0,-270.67700766717087,0.4911494255065918,469.0,-309.0275564849864
5,5,5,5.0,-0.4531318531164459,0.4424834251403808,561.0,-257.5984857130081
6,6,6,6.0,-305.77625612044346,0.6114780902862549,691.0,-264.4810243426417
7,7,7,7.0,-29.181461566876536,1.0728766918182373,910.0,-235.06857899567106
8,8,8,8.0,-9.283928255105494,0.982306718826294,1104.0,-209.98139558005266
9,9,9,9.0,-277.58524444238765,2.2572622299194336,1556.0,-216.74178046628617
10,10,10,10.0,137.0884329670568,5.110733509063721,2556.0,-184.57539742689136
11,11,11,11.0,-334.8378783039665,0.5326747894287109,2661.0,-197.09727083331427
12,12,12,12.0,-487.63146733995103,0.5013694763183594,2757.0,-219.44605517997863
13,13,13,13.0,-455.0315283510029,1.1173300743103027,2978.0,-236.27358897790896
14,14,14,14.0,-50.81914087554516,1.083688735961914,3169.0,-223.90995910441805
15,15,15,15.0,-51.22892762382621,1.2534186840057373,3403.0,-213.11739463688104
16,16,16,16.0,-116.61585803643852,2.1542210578918457,3828.0,-207.44083366038444
17,17,17,17.0,-59.07987510600513,1.4732394218444824,4117.0,-199.19855818514114
18,18,18,18.0,-71.21383951553301,1.3790206909179688,4389.0,-192.46252036042492
19,19,19,19.0,-130.86140716409,5.119242668151856,5389.0,-189.38246470060818
20,20,20,20.0,-215.4972110427204,3.9461612701416016,6156.0,-190.62602405023256
21,21,21,21.0,-121.34894193911056,4.989300966262817,7156.0,-187.47706577245427
22,22,22,22.0,-79.08348559548826,5.06317400932312,8156.0,-182.764301416934
23,23,23,23.0,110.56611969981284,4.479274272918701,9017.0,-170.54220053706956
24,24,24,24.0,-74.72376022778566,5.057380437850952,10017.0,-166.7094629246982
25,25,25,25.0,-50.68016246110775,5.04282808303833,11017.0,-162.24679752225242
26,26,26,26.0,-74.77747448674043,5.047617673873901,12017.0,-159.0071929653816
27,27,27,27.0,-59.16130332634623,3.306194543838501,12667.0,-155.44126833541605
28,28,28,28.0,76.26988664194144,5.11236310005188,13667.0,-147.45122850861063
29,29,29,29.0,259.7119636681688,4.3918986320495605,14506.0,-133.879122102718
30,30,30,30.0,14.02691060352767,5.12199068069458,15506.0,-129.10795975735522
31,31,31,31.0,-87.1184795966202,5.048972129821777,16506.0,-127.79578850233224
32,32,32,32.0,-13.570045591697948,1.8040297031402588,16856.0,-124.33440235352514
33,33,33,33.0,152.2340465577266,2.652250528335572,17378.0,-116.20003620907654
34,34,34,34.0,-96.51860305518473,5.065123319625855,18378.0,-115.63770954753679
35,35,35,35.0,-148.49879636001526,0.362992525100708,18443.0,-116.5505175145501
36,36,36,36.0,-20.06304603260594,1.7419719696044922,18751.0,-113.94274801503808
37,37,37,37.0,-8.420559553919645,5.373989820480347,19751.0,-111.16584831869285
38,38,38,38.0,242.5782227051009,3.129723310470581,20375.0,-102.09548752321096
39,39,39,39.0,-122.20680760071082,0.3852293491363525,20448.0,-102.59827052514848
40,40,40,40.0,-72.41814418018275,5.161361455917358,21448.0,-101.86216988258833
41,41,41,41.0,-87.62896759280618,5.064912796020508,22448.0,-101.523284113784
42,42,42,42.0,-114.1867205156016,0.3318912982940674,22506.0,-101.8177826347565
43,43,43,43.0,-154.78481044458886,0.3473553657531738,22573.0,-103.02157872134359
44,44,44,44.0,-87.535848046154,5.082918643951416,23573.0,-102.67745137300604
45,45,45,45.0,-74.84392519712836,5.095515966415405,24573.0,-102.0723747170087
46,46,46,46.0,-78.01407610528207,5.119474172592163,25573.0,-101.56049602314216
47,47,47,47.0,49.440401835274514,5.082878828048706,26573.0,-98.41464398442515
48,48,48,48.0,299.0273209808527,1.851029634475708,26940.0,-90.3035834749297
49,49,49,49.0,-67.89703026342227,5.111217975616455,27940.0,-89.85545241069954
50,50,50,50.0,-26.218050690195696,5.11355185508728,28940.0,-88.60766022010144
51,51,51,51.0,-36.7733546495025,5.025684356689453,29940.0,-87.61084665143608
52,52,52,52.0,-16.39796771709316,5.047510862350464,30940.0,-86.26720742625979
53,53,53,53.0,-37.799656054291255,5.057687520980835,31940.0,-85.36966017863075
54,54,54,54.0,-39.33837632017484,5.1421778202056885,32940.0,-84.53272774484063
55,55,55,55.0,-40.86892138568137,5.129095077514648,33940.0,-83.7530169169985
56,56,56,56.0,44.991217804232434,1.001966953277588,34134.0,-81.49434613241552
57,57,57,57.0,22.23988075889467,0.6169350147247314,34252.0,-79.70582497911707
58,58,58,58.0,-56.71989490093152,5.095990180969238,35252.0,-79.31623294389358
59,59,59,59.0,-23.37102897710143,1.0865273475646973,35456.0,-78.38381287778039
60,60,60,60.0,-31.738772767740297,5.224402904510498,36456.0,-77.6191400890912
61,61,61,61.0,-45.18909189837947,1.017552137374878,36652.0,-77.09607479569262
62,62,62,62.0,-21.341897301602103,1.0866057872772217,36864.0,-76.21108785134199
63,63,63,63.0,2.099800768169544,0.820185661315918,37023.0,-74.9874802166621
64,64,64,64.0,-24.862282833671586,1.0344936847686768,37224.0,-74.21632333384687
65,65,65,65.0,-46.33604078318162,5.104823350906372,38224.0,-73.79389481035194
66,66,66,66.0,-46.96626604736761,0.9871993064880372,38416.0,-73.39348244075516
67,67,67,67.0,-49.03361209359474,1.4197962284088137,38692.0,-73.03524905329692
68,68,68,68.0,30.23452316476363,1.0267515182495115,38878.0,-71.53858568781779
69,69,69,69.0,-52.06286143566567,5.176597595214844,39878.0,-71.26036105564418
70,70,70,70.0,94.52039613737882,4.504319190979004,40757.0,-68.92542081348893
71,71,71,71.0,-45.42529899997184,5.069918870925903,41757.0,-68.59903023274562
72,72,72,72.0,-10.887563555601826,5.111254692077637,42757.0,-67.80846219607241
73,73,73,73.0,126.27448151080372,5.079941749572754,43723.0,-65.18571971354706
74,74,74,74.0,0.976985709992526,5.172708749771118,44723.0,-64.30355030789985
75,75,75,75.0,-15.309813777341295,5.21183180809021,45723.0,-63.65889587986619
76,76,76,76.0,19.55151438588624,1.5562596321105957,46028.0,-62.57824120109019
77,77,77,77.0,9.218716022808827,5.162512540817261,47028.0,-61.65776739052738
78,78,78,78.0,-33.37324769321159,5.174190044403076,48028.0,-61.29973549562465
79,79,79,79.0,113.11435949139457,5.164630889892578,49028.0,-59.119559308286924
80,80,80,80.0,77.52710716325217,5.255869626998901,50028.0,-57.43256342592224
81,81,81,81.0,19.096709497708297,5.125354290008545,51028.0,-56.4992796097804
82,82,82,82.0,-16.202588581334822,5.1679277420043945,52028.0,-56.01377730823286
83,83,83,83.0,204.64221232604268,4.77880597114563,52919.0,-52.91072981258672
84,84,84,84.0,47.31612291389787,5.22296929359436,53919.0,-51.73159036874573
85,85,85,85.0,-10.483647551380912,0.8177270889282227,54073.0,-51.25196312668335
86,86,86,86.0,33.76971577584101,0.7164225578308105,54213.0,-50.27470244964284
87,87,87,87.0,204.45512699724185,4.077367544174194,55007.0,-47.38004529683733
88,88,88,88.0,147.10001186016768,5.307458162307739,55984.0,-45.194876115297944
89,89,89,89.0,22.127059260319594,5.263896703720093,56984.0,-44.44685461112442
90,90,90,90.0,281.2271783273202,1.7037715911865234,57309.0,-40.868019084328324
91,91,91,91.0,6.47568930900529,0.78531813621521,57461.0,-40.35341355831383
92,92,92,92.0,-15.689492083346083,5.179847478866577,58461.0,-40.08821010159375
93,93,93,93.0,50.237117005992985,0.7486374378204346,58607.0,-39.12730236640666
94,94,94,94.0,244.5881413082148,3.1450490951538086,59213.0,-36.14082401193696
95,95,95,95.0,4.464914859085962,5.194962501525879,60213.0,-35.717847565363805
96,96,96,96.0,-36.85155456804353,5.22646427154541,61213.0,-35.72953526642236
97,97,97,97.0,-26.67781939788578,5.245405435562134,62213.0,-35.63717081878423
98,98,98,98.0,-34.77743596317242,5.172215223312378,63213.0,-35.62848662832351
99,99,99,99.0,16.716756966254664,5.848541259765625,64213.0,-35.10503419237772
100,100,100,100.0,-9.489060237054828,8.49780821800232,65213.0,-33.90925300234038
101,101,101,101.0,237.3592865561468,1.8197810649871824,65525.0,-28.178143482258825
102,102,102,102.0,5.008444111776768,1.181117057800293,65732.0,-23.5240325280311
103,103,103,103.0,275.03126691834905,2.058435678482056,66066.0,-17.281327071307935
104,104,104,104.0,11.510774822055502,6.475547552108765,67066.0,-14.459449246415675
105,105,105,105.0,-2.048213573816735,6.400385618209839,68066.0,-14.475400063622681
106,106,106,106.0,-7.530188676484102,7.017277240753174,69066.0,-11.492939389183086
107,107,107,107.0,11.015633212367906,6.774110555648804,70066.0,-11.090968441390642
108,108,108,108.0,8.044899806653149,6.003942489624023,71066.0,-10.917680160773056
109,109,109,109.0,-7.148286604411564,6.273503065109253,72066.0,-8.213310582393293
110,110,110,110.0,7.96253753838997,6.118880987167358,73066.0,-9.504569536679963
111,111,111,111.0,-5.447382032881854,5.890896320343018,74066.0,-6.210664573969113
112,112,112,112.0,12.99857911324447,6.088636875152588,75066.0,-1.2043641094371573
113,113,113,113.0,-3.253411213281413,5.3648529052734375,76066.0,3.313417061940058
114,114,114,114.0,-11.253350837297097,5.631892681121826,77066.0,3.7090749623225383
115,115,115,115.0,-10.100166542984915,5.500916242599487,78066.0,4.120362573130951
116,116,116,116.0,-31.69049414157013,5.241887092590332,79066.0,4.969616212079636
117,117,117,117.0,-51.37404187707315,5.244023323059082,80066.0,5.046674544368954
118,118,118,118.0,-29.416524598419443,5.630769729614258,81066.0,5.4646476935400905
119,119,119,119.0,6.255934096186246,5.4211413860321045,82066.0,6.835821106142852
120,120,120,120.0,23.533234830766794,5.180429697036743,83066.0,9.226125564877725
121,121,121,121.0,-33.10338198498107,5.040900230407715,84066.0,10.10858116441902
122,122,122,122.0,-7.16408810377212,4.954075336456299,85066.0,10.827775139336179
123,123,123,123.0,4.553889285145559,4.934216737747192,86066.0,9.767652835189509
